"podobnego komitetu platformy instytucjonalnej dla","similar institutional platform committee for"
"podobnym skutkiem w stosunku do","with like effect in relation"
"podstawą postępu technicznego w wielu","basis for technical progress in many"
"podstawę do wydania pozytywnej opinii","basis for the positive opinion issued"
"podstawę w debacie i inspirację","basis for discussion and inspiration"
"podstawowych zasobów oraz informacje dodatkowe","essential resources and supplementary information"
"podziału pracy i liberalizacją handlu","division of labour and trade liberalization"
"pokoju i bezpieczeństwa w regionie","peace and security in the region"
"pokoju i stabilności w regionie","region in peace and stability"
"polityczna stabilność i rozwój gospodarczy","political stability and economic development"
"polityka gospodarcza i warunki finansowe","economic policy and financial conditions"
"polityki bezpieczeństwa i obrony decyzja","security and defence policy decision"
"polityki bezpieczeństwa i obrony porozumienie","security and defence policy interinstitutional agreement"
"polityki celnej ma na celu","customs policy group has aimed at"
"polityki gospodarczej oraz warunków finansowych","economic policy and financial conditions"
"polityki i programu działań wspólnoty","community policy and action programme"
"polityki spójności do warunków lokalnych","cohesion policy to local conditions"
"polityki spójności powinny ułatwić regionalne","cohesion policy should facilitate regional"
"położeniu geograficznemu i tradycyjnym bliskim","geographical position and the traditional close"
"pomiary ciągłe są wyłącznym źródłem","continuous measurement is the sole source"
"pomoc finansową dla przemysłu przetwórczego","financial assistance for the processing industry"
"pomocą dla małych i średnich","help for small and medium"
"pomocną rolę jako punkt koordynujący","useful role as a coordinating point"
"pomocy przy rozwijaniu zdolności do","help in developing the capacity to"
"pomocy technicznej i wymiany informacji","technical assistance and information exchange"
"ponieważ szczebel regionalny i lokalny","since the regional and local level"
"popierać i współpracować w rozwoju","promote and cooperate in the development"
"poprawę wiedzy naukowej poprzez badania","improvement of scientific knowledge through research"
"poprawki do wspólnego stanowiska są","amendment to the common position shall"
"poprawy warunków życia i pracy","improvement of living and working conditions"
"poprzez badania i rozwój technologiczny","through research and technological development"
"poprzez działanie wspólnoty oraz jej","action by the community and its"
"poprzez etykietowanie oraz standardowe informacje","by labelling and standard product information"
"poprzez inne wewnętrzne i zewnętrzne","through other internal and external"
"poprzez niezależną kontrolę i weryfikację","through independent auditing and verification"
"poprzez odpowiednie planowanie swoich własnych","through appropriate planning of their own"
"poprzez regularny i systematyczny dialog","through regular and systematic dialogue"
"poprzez wsparcie naukowe i technologiczne","through scientific and technological support"
"porozumienie z komisją i radą","understanding with the commission and council"
"posiedzeniu plenarnym lub na kolejnym","plenary sitting or at the next"
"postępów w adaptacji do zmian","progress on adaptation to climate change"
"postępu naukowego i technicznego będą","scientific and technical progress will"
"postępy w konstruktywnym dialogu politycznym","progress in constructive political dialogue"
"poszanowania prawa międzynarodowego i pokojowego","respect for international law and peaceful"
"pośredniego i bezpośredniego wsparcia finansowego","direct and indirect financial support"
"pośrednio lub bezpośrednio działalnością człowieka","directly or indirectly to human activity"
"potencjalnie użytecznym źródłem do produkcji","potentially useful source for producing"
"potencjalnym światowym rynkiem na takie","potential global market for such"
"potrzebę skutecznego zarządzania i koordynacji","need for effective management and coordination"
"potrzeby zmiany nastawienia powinny być","need to change orientation should be"
"powiązania z obecnymi i przyszłymi","relationship with current and future"
"powinien być kontynuowany w ramach","should be continued within the framework"
"powinna utrzymywać regularne kontakty ze","should maintain regular contact with"
"powinna w żaden sposób umniejszać","should not detract in any way"
"powinno być zgodne oraz przyczyniać","should be compatible with and contribute"
"powinny być odpowiedzialne za środki","should be responsible for implementing"
"powinny być otwarte dla udziału","should be open to the participation"
"powyższa lista nie jest wyczerpująca","above list is not exhaustive"
"poza cyklem lądowania i startu","beyond the landing and take-off cycle"
"poziom krytyczny dla zdrowia ludzkiego","critical level for human health"
"poziomem otwarcia rynku i rygorystycznymi","level of market opening and strict"
"poziomie globalnym będzie prowadził do","global level will lead to"
"poziomu zdolności naukowych i badawczych","level of scientific and research capability"
"pozytywne wyniki gospodarcze nie są","positive economic results achieved are not"
"pożyczek i gwarancji z jego","loan and guarantee financing from its"
"pracy i prawa spółek handlowych","labour law and the trade company"
"prawdziwego miejsca dialogu i konsultacji","real venue for consultation and dialogue"
"prawem do głosowania z liczbą","right to vote with a number"
"prawo do głosowania prawo do","right to vote the right to"
"procedury współpracy tytuł v stosunki","cooperation procedure title v relations"
"procesem dialogu i negocjacji między","process of dialogue and negotiations"
"procesów budżetowych oraz do swoich","their budgetary processes and into"
"producenta pojazdów lub profesjonalnego importera","vehicle manufacturer or the professional importer"
"produkcja i gospodarka zasobami biologicznymi","production and management of biological resources"
"produkcji i spożycia poprzez skuteczne","production and consumption patterns by effective"
"produkcji opakowań nie powinny dotyczyć","manufacturing of packaging should not apply"
"program powinien być otwarty dla","programme should be open to"
"program ten jest oceniany przez","this programme shall be assessed by"
"programem zbierania danych i informacji","programme for gathering data and information"
"programie może być także otwarty","programme may also be open"
"programu i dlatego nie powinny","programme and therefore should not"
"programu prac na następny rok","work programme for the following year"
"projektowaniem i kontrolą ich przetwarzania","design and control of their processing"
"propozycji właściwej do tego celu","proposal as appropriate to this end"
"protokołu na jego pierwszej sesji","protocol at its first session"
"prowadzi do znacznego negatywnego wpływu","lead to a significant negative impact"
"prób na zwierzętach i rozwijają","for animal testing and develop"
"prywatnych inwestycji w vet poprzez","private investment in vet through"
"przedsiębiorstw w społeczeństwie i zróżnicowaniu","business in society and population diversity"
"przedstawia zalecenie do drugiego czytania","submit a recommendation for second reading"
"przegląd ten zapewnia spójność między","this review shall ensure coherence between"
"przemysłową i technologiczną w kluczowych","industrial and technological leadership in key"
"przemysłu i energetycznym powinno być","industry and energy sectors should be"
"przepisy o dostępie do informacji","provision for access to environmental information"
"przestrzeni informacyjnej i społeczeństwa informacyjnego","information space and an information society"
"przewodniku do klasyfikacji i etykietowania","guide to the classification and labelling"
"przez działania wspólnoty i jej","action by the community and its"
"przez grupę polityczną lub komisję","by a political group or committee"
"przez jej autora lub przez","by its author or by"
"przez komisję i nie może","by the commission and may not"
"przez niniejszą konwencję lub jej","by this convention or its"
"przez parlament i radę są","by parliament and the council shall"
"przez regionalne organizacje integracji gospodarczej","by a regional economic integration organization"
"przez wspólnotę oraz wszystkie jej","by the community and all its"
"przez wspólny organ zarządzający umiejscowiony","by a joint managing authority located"
"przeznaczeniu pierwotnym lub o innym","original purpose or for other"
"przeznaczeniu pierwotnym lub w innym","original purpose or for other"
"przygotowanie i przeszkolenie społeczeństwa obywatelskiego","preparing and training civil society"
"przygranicznymi oraz harmonijnej integracji terytorialnej","border regions and harmonious territorial integration"
"przyjęty załącznik lub poprawka do","adopted annex or amendment to"
"przyjmuje wspólny program operacyjny po","adopt each joint operational programme after"
"przypadku w sposób dostosowany do","case in a manner tailored to"
"przyrody są poważne i wymagają","nature are severe and necessitate"
"przystępnych cen energii dla naszych","affordable energy costs for our"
"przywiązuje dużą wagę do roli","attaches great importance to the role"
"publicznego i bezpieczeństwa żywności komisja","public health and food safety committee"
"publikować i regularnie aktualizować krajowe","publish and regularly update national"
"pułap rezerwy na gwarancje pożyczkowe","ceiling for the loan guarantee reserve"
"radę i komisję nie tylko","council and the commission not only"
"radę lub komisję wobec parlamentu","council or the commission to parliament"
"ramy dla pogłębiania dialogu politycznego","framework for deepening political dialogue"
"ramy planowania i przekazywania pomocy","framework for planning and delivering assistance"
"realizacji planu działania z palermo","implementation of the palermo action plan"
"reformą parlamentarną i samorządem lokalnym","parliamentary reform and local self-government"
"reformę transportu morskiego i lotniczego","reform of maritime and air transport"
"reformy polityczne i rozwój gospodarczy","political reform and economic development"
"regionalną organizacją integracji gospodarczej działając","regional economic integration organization acting"
"regionalną organizacją integracji gospodarczej może","regional economic integration organization may"
"regionalną organizację integracji gospodarczej nie","regional economic integration organization that"
"regionalne i lokalne oraz ich","regional and local authorities and their"
"regionalnego rozdziału wszelkiego dodatkowego finansowania","regional distribution of any additional financing"
"regionalnej organizacji integracji gospodarczej indywidualnie","regional economic integration organization individually"
"regularne kontakty ze środowiskiem naukowym","regular contact with the scientific community"
"roboczych nie może przekraczać jednego","working visits may not exceed one"
"rok intensywnej nauki języka dla","year of intensive language learning for"
"rok lub okres bazowy dla","base year or period for"
"rok lub okres bazowy inny","base year or period other"
"roli wiedzy dla wzrostu gospodarczego","role of knowledge for economic"
"rolnictwo ma również rolę do","agriculture also has a role to"
"rozdział ii działania programowe artykuł","chapter ii programme activities article"
"rozmiaru i formy udziału finansowego","scale and form of financial participation"
"rozporządzenia finansowego i na podstawie","financial regulation and on the basis"
"rozszerzenia na inne gazy cieplarniane","extension to other greenhouse gases"
"rozszerzony na wszystkie gazy cieplarniane","widened to cover all greenhouse gases"
"rozwiązanie i nowe ramy prawne","solution and a new legal framework"
"rozwijać osobiste stosunki w tym","developing personal relations in this"
"rozwijać tylko w bezpiecznym środowisku","only develop in a secure environment"
"rozwinięte oraz każda inna strona","party and each other developed party"
"rozwoju bardziej intensywnych i owocnych","development of more intense and fruitful"
"rozwoju tego partnerstwa i do","development of this partnership and to"
"rozwoju w rio de janeiro","development in rio de janeiro"
"rozwój musi być dostosowany do","development must be adapted to"
"rozwój zasobów ludzkich i wsparcie","development of human resources and support"
"równość płci jest zasadniczym celem","gender equality is a fundamental objective"
"różnorodności językowej odzwierciedla w pełni","linguistic diversity is fully reflected in"
"różnorodności językowej w społeczeństwie informacyjnym","linguistic diversity in the information society"
"różnorodności oraz względnej i bezwzględnej","diversity and the relative and absolute"
"rynku i rygorystycznymi warunkami rynkowymi","market opening and strict market conditions"
"rynku wewnętrznego i ochrony konsumentów","internal market and consumer protection"
"rywalizacją i czasem nawet wrogim","rivalry and sometimes even hostile"
"rząd państwa trzeciego lub inne","third country government or other"
"rządu oraz reformę samorządu lokalnego","government and on local self-government reform"
"samolotu i systemu transportu powietrznego","aircraft and air transport system"
"są dobrowolne i powinny być","are voluntary and should be"
"są niezbędne na tym szczeblu","is indispensable at this level"
"są one wspólne dla wszystkich","they are common to all"
"są poważne i wymagają złagodzenia","are severe and necessitate mitigation"
"są zawarte w przewodniku do","are contained in the guide to"
"sekretariat w połączeniu z pierwszą","secretariat in conjunction with the first"
"sektora lotniczego do wspólnej przestrzeni","sector into a common aviation area"
"sektorze transportu drogowego do roku","road transport sector by the year"
"selektywnie poszerzać i intensyfikować relacje","selectively widen and intensify its relationship"
"sformułowanie to jest wystarczająco szerokie","this wording is sufficiently wide"
"siarczanu odbijają promieniowanie i mają","sulphate particles reflect radiation and have"
"silną i wysokiej jakości bazę","strong and high quality research base"
"silne poparcie od społeczności międzynarodowej","strong support from the international community"
"skalę światową nie są wynikiem","global scale are not the result"
"skierował ją do innego organu","address it to another authority"
"składem opakowań - opakowania są","composition of packaging - packaging shall"
"skutecznej ochrony wszystkich ludzi przed","effective protection of all people against"
"skutecznie oraz reagowały na wszelkie","effectively and react to any"
"skuteczności i odpowiedzialności poprzez niezależną","efficiency and accountability through independent"
"skutecznymi i właściwymi dostępnymi środkami","effective and appropriate means available"
"skutkiem w stosunku do arbitrażu","effect in relation to arbitration"
"specjalnym znaczeniu naukowym lub innego","special scientific importance or on other"
"społeczeństwa informacyjnego i technologii informacyjnych","information society and information technology"
"społeczeństwo obywatelskie będzie musiało być","civil society will need to be"
"spójności lub z funduszy strukturalnych","for cohesion or structural fund"
"spójności polityki poprzez połączenie prac","policy coherence by linking the work"
"spójności społecznej i rozwoju gospodarczego","social cohesion and economic development"
"spójność między wewnętrznym i zewnętrznym","coherence between the internal and external"
"spójny i bardziej skuteczny sposób","coherent and more effective manner"
"sprawie efektywności energetycznej w transporcie","concerning energy efficiency measures in transport"
"sprawiedliwości oraz o społecznym udziale","justice and for public participation"
"sprawnie i skutecznie oraz reagowały","efficiently and effectively and react"
"sprawozdanie o wszelkich wyjątkowych warunkach","report on any exceptional conditions"
"sprawozdanie wraz ze wszelkimi propozycjami","report together with any proposal"
"sprawozdawczością oraz postępy w przeglądzie","reporting obligations and progress in review"
"standard jakości musi wziąć pod","quality standard has to take"
"stanowią zagrożenie dla zdrowia ludzi","represent a hazard to human health"
"stopniowa transformacja będzie wymagała stabilnych","gradual transformation will require a stable"
"stosować ten rok lub okres","use that base year or period"
"stosunków dwustronnych i polityki dobrego","bilateral relations and good neighbourhood policy"
"strategia adaptacyjna będzie musiała mieć","adaptation strategy will need to have"
"strategicznego partnerstwa i wymiaru północnego","strategic partnership and the northern dimension"
"strategicznymi dostawami energii i transportem","strategic energy supply and energy transport"
"strategii łącznie z opracowaniem odpowiednich","strategy including the development of suitable"
"strategii współpracy ze społeczeństwem obywatelskim","strategy for cooperation with civil society"
"strefa wolnego handlu i inwestycji","area for free trade and investment"
"strukturalnej i polityki spójności do","structural and cohesion policy to"
"swoich procesów budżetowych oraz do","their budgetary processes and into"
"swoje działania w danej dziedzinie","their activities in a given field"
"swoje poparcie dla strukturalnego rozwoju","its support for the structural development"
"swoje wsparcie dla przygotowania językowego","their support for the linguistic preparation"
"swój zamiar w ostateczną decyzję","its intention into a final decision"
"swych informacji w dowolnym czasie","its communication at any time"
"system identyfikacji może też wykorzystywać","identification system may also use"
"systematycznych obserwacjach i rozwoju danych","systematic observation and development of data"
"szczególnego partnerstwa strategicznego poprzez utworzenie","specific strategic partnership through the creation"
"szczególny program badań i rozwoju","specific research and technological development programme"
"szybki i wygodny transport publiczny","rapid and convenient public transport"
"średniej masy pojazdu i roku","average weight per vehicle and year"
"średniej masy pojazdu oraz roku","average weight per vehicle and year"
"środków na monitorowanie długoterminowego rozwoju","to monitoring the long-term development"
"środowiska i rozwoju w rio","environment and development in rio"
"środowiskiem i jego zasobami poprzez","environment and its resources through"
"środowisko miejskie jest domem dla","urban environment is home to"
"środowisko morskie i jego zasoby","marine environment and its resources"
"środowiskowych oraz środowiska i zdrowia","environmental technologies and environment and health"
"takie jak badania i rozwój","such as research and technological development"
"takie jak ograniczony potencjał narodowy","such as the limited national potential"
"takie jak zarządzanie zasobami wodnymi","such as water resources management"
"takimi jak modelowanie jakości powietrza","such as air quality modelling"
"także współpracy między młodymi ludźmi","also in cooperation between young people"
"tego państwa bez jego uprzedniej","that state without its prior"
"tego postępu będzie wymagało połączenia","this progress will require a combination"
"tego wspólnego programu działań będzie","this joint programme of activities will"
"ten rok lub okres bazowy","that base year or period"
"tendencji zanieczyszczeń ozonem i kontroli","trend of ozone pollution and check"
"threatened by climate change due","threatened by climate change due to"
"to będzie również prowadziło do","this differentiation will also lead to"
"toksycznymi dla rozrodczości i te","toxic for reproduction substances and those"
"transferu wiedzy od badań do","transfer of knowledge from research to"
"transport międzynarodowy taki jak lotnictwo","international transport such as aviation"
"transport poziomy i mieszanie pionowe","horizontal transport and vertical mixing"
"transportu i energii jest wyraźnie","transport and energy projects are clearly"
"transportu lotniczego do eu ets","air transport in an eu ets"
"troska o bezpieczeństwo i stabilność","concern for the security and stability"
"tylko jeden instrument finansowania enp","only be one enp financing instrument"
"tylko na szczeblu obustronnym czy","just at bilateral or area level"
"tym celu informacje powinny być","this end information should be"
"tym celu komisja będzie popierać","this end the commission will promote"
"tym języku w dzienniku urzędowym","that language in the official journal"
"tym poszanowanie ich prawa do","respecting their right to communicate"
"tytuł ii programowanie i przydział","title ii programming and allocation"
"tytuł iv stosunki z innymi","title iv relations with other"
"u ludzi lub innych żywych","in man or other living"
"uczestnictwa w procesie dialogu przez","participation in the dialogue process by"
"udział w głosowaniu tajnym są","part in a secret ballot shall"
"udziału w efektywnym i odpowiednim","participation in an effective and appropriate"
"udziału w nauce młodych ludzi","participation in science among young people"
"umową o partnerstwie i współpracy","partnership and cooperation agreement signed by"
"umowy z tym ważnym krajem","agreement with this important country"
"urzędowe oraz na każdy inny","official languages and into any"
"ustanawia instrument sąsiedztwa i partnerstwa","establishes a neighbourhood and partnership instrument"
"uwaga nie powinna w żaden","consideration should not detract in any"
"uwagę na niektóre z głównych","attention to some of the main"
"uwagi na społeczne i prawne","attention to the social and legal"
"użycia i wysokiej jakości wody","use and high quality of water"
"używanie precyzyjnej i jednolitej definicji","use a precise and uniform definition"
"w bardziej bezpośredni i konkretny","in a more immediate and concrete"
"w bezpośrednim kontakcie z glebą","in direct contact with the soil"
"w części lub w całości","in whole or in part"
"w czystej formie lub jako","in pure form or as"
"w efektywnym i odpowiednim międzynarodowym","in an effective and appropriate international"
"w formie elektronicznej czy jako","in electronic form or as"
"w formie elektronicznej lub poprzez","in electronic form or through"
"w jednym regionie lub państwie","on one region or member state"
"w każdym nowym systemie po","in any new system post"
"w każdym przypadku w sposób","in each case in a manner"
"w komisji jeśli komisja tak","in committee if a committee so"
"w konwencji i w każdym","in the convention and in any"
"w którym przyjmowany jest porządek","on which the agenda is adopted"
"w międzynarodowych i międzyrządowych staraniach","in international and intergovernmental efforts"
"w nauce i badaniach będzie","in science and research will"
"w nauce w każdym wieku","for successful learning at any age"
"w niniejszej dyrektywie powinny stosować","in this directive should apply"
"w odpowiedzi na niniejsze zalecenie","in response to this recommendation"
"w odpowiedzi na ten komunikat","in response to this communication"
"w określonych i należycie uzasadnionych","in specific and duly justified"
"w opakowaniach powinna być ograniczona","in packaging should be limited"
"w parlamencie i w jego","in parliament and on its"
"w parlamencie lub w jednym","in parliament or in one"
"w połączeniu z innymi środkami","in combination with other means"
"w połączeniu z pierwszą sesją","in conjunction with the first session"
"w postaci organicznej i nieorganicznej","in organic and inorganic form"
"w powietrzu powinny być rutynowo","in ambient air should be routinely"
"w praktyce zawodowej i szkoleniach","into professional practice and training"
"w sektorze transportu drogowego do","in the road transport sector by"
"w specjalnej komisji przez innego","on the special committee by another"
"w społeczeństwie i zróżnicowaniu ludności","in society and population diversity"
"w spójny i bardziej skuteczny","in a coherent and more effective"
"w stosunku do każdej strony","in relation to any party"
"w suchej skale i tylko","in dry rock formations and only"
"w szybki i wygodny transport","in rapid and convenient public transport"
"w ścisłym partnerstwie z innymi","in close partnership with the other"
"w tym celu komisja powinna","commission should for this purpose"
"w tym celu przez konferencję","for this purpose by the conference"
"w tym kontekście mogą one","in this context they may"
"w tym przypadku decyzja jest","in this instance the decision shall"
"w tym względzie ważną rolę","important role in this regard"
"w wodach lub emisji do","water or on discharge into"
"w wysoce konkurencyjnym kontekście globalnym","in a highly competitive global context"
"w załączniku a do niniejszej","in annex a to this"
"w załączniku b do niniejszej","in annex b to this"
"w załączniku ii a dyrektywy","in annex ii a of directive"
"w załączniku ii do konwencji","in annex ii to the convention"
"w załączniku iia do dyrektywy","in annex iia to directive"
"w załączniku iib do dyrektywy","in annex iib to directive"
"w załączniku iii do dyrektywy","in annex iii to the directive"
"w załączniku v do dyrektywy","in annex v to directive"
"wagi zgodności z legislacją wspólnoty","importance of compliance with community legislation"
"walki z korupcją i oszustwami","fight against corruption and fraud"
"wątpliwości co do poufnego charakteru","doubt as to the confidential nature"
"wewnętrznego i ochrony konsumentów komisja","internal market and consumer protection committee"
"węgla i innych gazów cieplarnianych","carbon dioxide and other greenhouse gases"
"węgla i stali oraz artykuł","coal and steel community and article"
"węgla w każdym okresie zobowiązań","carbon stocks in each commitment period"
"wiedzy naukowej oraz podejść strategicznych","scientific knowledge and the strategic approaches"
"większością kwalifikowaną oraz na wniosek","qualified majority and on a proposal"
"wkład w znaczący i konstruktywny","contribution for a meaningful and constructive"
"właściwej i skutecznej adaptacji do","appropriate and successful adaptation to"
"właściwym poziomie krajowym lub wspólnoty","appropriate national or community level"
"wniosek nie jest wystarczająco precyzyjny","application is not sufficiently precise"
"wnioski o dostęp do dokumentów","application for access to a document"
"wnioskodawca nie jest zobowiązany do","applicant is not obliged to"
"wniosków o dostęp do dokumentów","application for access to a document"
"wniosku lub bezpośrednio w formie","application or directly in electronic form"
"wpływu na zdrowie i środowisko","impact on health and the environment"
"wraz ze wszelkimi propozycjami zmian","together with any proposal for amendment"
"wskazania poprzez etykietowanie oraz standardowe","indication by labelling and standard"
"wskazują na potrzebę skutecznego zarządzania","indicate the need for effective management"
"wsparcia społeczeństwa obywatelskiemu w walce","civil society support in combating"
"wspierany przez wspólny sekretariat techniczny","assisted by a joint technical secretariat"
"wspólna polityka zagraniczna i bezpieczeństwa","common foreign and security policy"
"wspólne wdrażanie będzie wymagało ustanowienia","joint implementation will require the establishment"
"wspólnego centrum badawczego i centralnego","joint research centre and the central"
"wspólnego programu działań będzie wymagało","joint programme of activities will require"
"wspólnego stanowiska są dopuszczalne tylko","common position shall be admissible only"
"wspólnego zrozumienia i szacunku dla","shared understanding and respect for"
"wspólnej polityki zagranicznej i bezpieczeństwa","common foreign and security policy"
"wspólnej przestrzeni lotniczej ze wschodnimi","common aviation area with its eastern"
"wspólnej realizacji jej planu działania","joint implementation of its action plan"
"wspólnie przez parlament i radę","jointly by parliament and the council"
"wspólnota powinna być w stanie","community should be in a position"
"wspólny organ zarządzający jest odpowiedzialny","joint managing authority shall be responsible"
"wspólny organ zarządzający może być","joint managing authority may be"
"wspólny program operacyjny nie może","joint operational programme can not"
"wspólnym programem operacyjnym i skorzystać","joint operational programme and benefit"
"współpracę i stopniową integrację gospodarczą","cooperation and progressive economic integration"
"współpracować w przygotowaniu adaptacji do","cooperate in preparing for adaptation"
"współpracy administracyjnej oraz wzajemnej pomocy","cooperation and mutual administrative assistance"
"współpracy i stopniowej integracji gospodarczej","cooperation and progressive economic integration"
"współpracy oraz w innych uzasadnionych","cooperation and in other justified"
"współpracy wielostronnej i ram instytucjonalnych","multilateral cooperation and the institutional framework"
"współpracy z wielostronnymi i regionalnymi","cooperation with multilateral and regional"
"wstępny porządek każdego posiedzenia jest","provisional agenda for each meeting shall"
"wszelką nielegalną działalnością szkodliwą dla","any illegal activity detrimental to"
"wszelkich innych informacji oraz etykiet","any other information and labelling"
"wszelkich wyjątkowych warunkach w dostawach","any exceptional conditions in the supply"
"wszyscy ludzie byli skutecznie chronieni","all people should be effectively protected"
"wszystkie warunki niezbędne do spełnienia","all conditions necessary for compliance"
"wybiera swojego przewodniczącego i dwóch","elect its chairman and two"
"wycofać go przed ostatecznym głosowaniem","withdraw it before the final vote"
"wydajności energetycznej i czystego transportu","energy efficiency and clean transport"
"wykluczenie społeczne i duże bezrobocie","social exclusion and high unemployment"
"wykonania niniejszego rozporządzenia powinny być","implementation of this regulation should be"
"wykonania niniejszej dyrektywy powinny być","implementation of this directive should be"
"wymianę doświadczeń i dialog dwustronny","exchange of experience and bilateral dialogue"
"wymianę informacji oraz zarządzanie wiedzą","information sharing and knowledge management"
"wymiany informacji i wymiany wiedzy","information sharing and knowledge exchange"
"wysoce wydajnych i efektywnych pod","at highly efficient and cost effective"
"wysoki przedstawiciel jest zapraszany co","shall invite the high representative to"
"wywozu i transferu broni konwencjonalnej","export and transfer of conventional arms"
"wzajemnego dostępu do zewnętrznej pomocy","reciprocal access to their external assistance"
"wzajemny dostęp do pomocy zewnętrznej","reciprocal access to their external assistance"
"wzajemny dostęp do zewnętrznej pomocy","reciprocal access to their external assistance"
"względnej i bezwzględnej obfitości flory","relative and absolute abundance of flora"
"wzięli udział w głosowaniu tajnym","taken part in a secret ballot"
"wzmacniała swoje poparcie dla strukturalnego","strengthen its support for the structural"
"wzrost na poziomie globalnym będzie","growth at a global level will"
"wzrostu ekonomicznego i rozwoju wszystkich","economic growth and development in all"
"wzrostu gospodarczego i względnej stabilności","economic growth and relative stability"
"wzrostu średniej światowej temperatury do","global average temperature increase to"
"z całego świata powinni być","from the entire world should be"
"z energią i zużyciem innych","energy consumption of and other"
"z funduszy strukturalnych nie była","with structural fund programme were not"
"z innymi publicznymi i prywatnymi","with other public and private"
"z kluczowym sąsiadem w maju","with a key neighbour in may"
"z których wiele jest bezpośrednio","many of which are directly"
"z lotniczego i morskiego bunkra","from aviation and marine bunker"
"z ogromnym potencjalnym światowym rynkiem","huge potential global market for such"
"z oleju mineralnego lub syntetycznego","of mineral or synthetic oil"
"z oleju roślinnego lub zwierzęcego","from vegetable or animal oil"
"z otwarcia rynku ze współpracą","of market opening with cooperation"
"z podobnym skutkiem w stosunku","with like effect in relation"
"z pomocą pomocniczego organu do","assistance of the subsidiary body for"
"z realizacji niniejszego wspólnego działania","implementation of this joint action"
"z realizacji tego planu działania","implementation of that action plan"
"z regionalną organizacją integracji gospodarczej","of that regional economic integration"
"z rozwojem społecznym i ekonomicznym","with social and economic development"
"z sektorem finansowym dobrowolnych inicjatyw","voluntary initiative with the financial sector"
"z sukcesem wyborczym partii komunistycznej","electoral success of the communist party"
"z tego państwa bez jego","from that state without its"
"z włączeniem transportu lotniczego do","incorporation of air transport into"
"z wodą lub wilgotnym powietrzem","with water or damp air"
"z zasadą proporcjonalności niniejsza dyrektywa","principle of proportionality this directive"
"za decyzje polityczne znaczenia vet","importance of vet to political decision"
"za i jeden mówca przeciw","speaker in favour and one against"
"za i jednemu mówcy przeciw","in favour and one speaker against"
"za odniesienie do niniejszej dyrektywy","as a reference to this directive"
"zaangażowanie szczebla lokalnego i regionalnego","involvement of local and regional level"
"zachęcić do udziału w międzynarodowych","encouraged to take part in international"
"zainteresowania nauką i pełnego udziału","interest and full participation in science"
"zakresie polityki bezpieczeństwa i obrony","sphere of security and defence policy"
"załącznik ii b analiza gleby","annex ii b soil analysis"
"załącznik ii nadzór i monitorowanie","annex ii surveillance and monitoring"
"załącznik lub poprawka do załącznika","annex or amendment to an annex"
"załącznika ii do konwencji mogą","annex ii to the convention may"
"załącznika lub poprawek do załącznika","annex or amendment to an annex"
"załącznika lub poprawki do załącznika","annex or amendment to an annex"
"załącznika vi do międzynarodowej konwencji","annex vi to the international convention"
"załączników do niniejszej dyrektywy do","annexes to this directive to"
"załączniku a do niniejszej decyzji","annex a to this decision"
"załączniku b do niniejszej decyzji","annex b to this decision"
"załączniku iii lub z artykuł","annex iii or with article"
"załączniku iii lub z przepisami","annex iii to or with article"
"zanieczyszczeń ozonem i kontroli zgodności","ozone pollution and check compliance"
"zapewniają one także równorzędny poziom","they also provide an equivalent level"
"zapobieganie i kontrolowanie inwazyjnych obcych","prevention and control of invasive alien"
"zapotrzebowania na zasoby oraz do","demand for resources and to"
"zapotrzebowanie na bardziej konkretne informacje","need for more concrete information"
"zarządzający może być wspierany przez","managing authority may be assisted by"
"zarządzania i ochrony zasobów naturalnych","management and conservation of natural resources"
"zarządzania przez wspólny organ zarządzający","management by a joint managing authority"
"zasad demokracji i szacunku dla","democracy and respect for fundamental rights"
"zasady solidarności i spójności społecznej","based on solidarity and social cohesion"
"zasobów finansowych i transferu technologii","financial resources and transfer of technology"
"zasobów ludzkich i wsparcie dla","human resources and support for"
"zastępowany w specjalnej komisji przez","replaced on the special committee by"
"zastosowania planowania regionalnego jako instrumentu","using regional planning as an instrument"
"zastosowanie elektronicznego systemu głosowania jest","using the electronic voting system shall"
"zatrudnienia i rozwoju społecznego zintensyfikuje","employment and social development will intensify"
"zaufania konsumentów i przedsiębiorstw do","confidence of consumers and businesses for"
"zawartym w wolnym kwasie chlorowodorowym","contained in the free hydrochloric acid"
"zawierać odniesienie do niniejszej dyrektywy","contain a reference to this directive"
"zawierają odniesienie do niniejszej dyrektywy","contain a reference to this directive"
"zdrowia ludzi i dla środowiska","to human health and the environment"
"zdrowia ludzkiego i ochronę roślinności","protection of human health and vegetation"
"zdrowia ludzkiego oraz przygotowanie następnego","human health and preparing the next"
"zdrowia publicznego i bezpieczeństwa żywności","public health and food safety"
"ze skórą lub błoną śluzową","with the skin or mucous membrane"
"ze społeczeństwem obywatelskim w innych","with civil society in other"
"ze szczególną pomocą dla małych","with specific help for small"
"ze szczególnym naciskiem na zintegrowany","with particular emphasis on the integrated"
"zezwala na wspólną dyskusję nad","to allow a joint debate on"
"zintegrowany program zarządzania strefą przybrzeżną","integrated coastal zone management programme"
"złagodzić zmiany klimatu w odległej","mitigate climate change in the distant"
"zmian klimatu oraz oszczędzania energii","climate change and saving energy"
"zmian klimatu w bardziej bezpośredni","climate change in a more immediate"
